Stakes,Odds,Available,Num_Runners,Race_Type,Going,Days,Bet_Strength,Result
2,1.08,79,7,HURDLE,FAST,17,1,WINNER
2,4,143,12,HURDLE,FIRM,96,3,WINNER
2,15,36,12,CHASE,HEAVY,14,2,LOSER
5,3.5,78,10,FLAT,GOOD/FIRM,18,4,WINNER
2,1.52,253,14,HURDLE,GOOD ,9,2,WINNER
2,3.65,52,17,CHASE,FIRM,54,3,WINNER
5,1.46,875,5,HURDLE,GOOD/SOFT,25,4,WINNER
2,1.42,84,8,FLAT,FIRM,9,2,WINNER
5,1.29,10,6,FLAT,GOOD ,14,5,WINNER
2,120,71,8,CHASE,SOFT,23,3,LOSER
2,13,126,7,HURDLE,GOOD/SOFT,26,1,LOSER
5,1.79,58,9,FLAT,FIRM,17,5,WINNER
2,250,193,8,CHASE,GOOD ,90,3,LOSER
5,1.18,2003,9,FLAT,GOOD/FIRM,21,5,WINNER
5,1.44,7,16,FLAT,SOFT,6,5,WINNER
2,1.95,84,11,FLAT,HEAVY,23,2,WINNER
2,2.18,33,12,HURDLE,GOOD ,26,1,WINNER
2,5.4,349,7,FLAT,HEAVY,18,2,LOSER
2,3.65,801,12,HURDLE,FIRM,18,2,WINNER
2,1.84,51,5,CHASE,HEAVY,10,2,LOSER
2,1.15,13,13,FLAT,FAST,15,2,WINNER
5,1.69,555,10,FLAT,FIRM,18,4,WINNER
5,35,67,8,HURDLE,GOOD/FIRM,57,5,LOSER
5,2.02,489,9,HURDLE,GOOD/FIRM,10,5,WINNER
2,1.21,100,8,HURDLE,GOOD/SOFT,27,3,WINNER
5,1.53,175,9,HURDLE,FAST,29,5,LOSER
2,1.26,614,9,FLAT,GOOD/SOFT,46,2,WINNER
2,1.99,15,9,HURDLE,GOOD/FIRM,58,1,LOSER
5,1.19,142,21,HURDLE,GOOD/FIRM,14,4,WINNER
5,1.43,526,6,HURDLE,GOOD/SOFT,31,4,WINNER
5,5.8,282,7,HURDLE,FAST,15,5,LOSER
2,1.51,1281,6,HURDLE,GOOD ,9,3,WINNER
2,1.17,115,7,HURDLE,GOOD ,18,1,LOSER
2,1.19,78,5,HURDLE,FAST,37,1,LOSER
5,1.83,726,12,CHASE,GOOD/FIRM,49,5,WINNER
2,1.19,358,26,FLAT,HEAVY,24,1,NON_RUNNER
2,2.64,466,21,CHASE,HEAVY,29,2,LOSER
2,20,61,13,HURDLE,HEAVY,84,3,LOSER
2,1.67,102,8,FLAT,GOOD/SOFT,24,2,WINNER
2,3.95,1914,12,CHASE,HEAVY,48,3,WINNER
2,1.32,205,18,HURDLE,GOOD ,36,1,WINNER
2,1.88,407,16,FLAT,HEAVY,20,2,LOSER
5,3.95,49,6,HURDLE,FAST,39,5,LOSER
5,3.7,37,7,FLAT,FIRM,78,4,LOSER
5,2.72,432,15,CHASE,FIRM,17,5,LOSER
5,1.02,1675,14,HURDLE,HEAVY,19,4,LOSER
2,6,1240,15,FLAT,SOFT,21,1,LOSER
2,1.01,53,7,FLAT,FAST,11,2,WINNER
2,5.6,712,10,FLAT,GOOD/FIRM,40,1,WINNER
2,1.39,1895,9,FLAT,GOOD ,12,3,WINNER
2,7,87,8,FLAT,FIRM,17,3,LOSER
2,1.59,132,10,FLAT,HEAVY,41,1,WINNER
5,3.6,9,13,FLAT,FAST,27,4,WINNER
5,2.54,32,14,HURDLE,GOOD ,11,5,WINNER
2,2.54,45,15,HURDLE,FIRM,59,3,WINNER
2,50,819,12,HURDLE,FAST,36,2,LOSER
5,1.81,109,11,HURDLE,GOOD ,61,4,WINNER
2,1.72,255,8,FLAT,FIRM,34,1,LOSER
2,2.26,92,15,CHASE,FAST,16,1,WINNER
5,2.9,5,5,HURDLE,FIRM,16,5,LOSER
2,4.9,31,12,HURDLE,HEAVY,46,2,LOSER
2,2.08,81,17,HURDLE,GOOD/SOFT,22,1,WINNER
2,7.2,4,15,FLAT,FIRM,16,1,LOSER
2,3.3,683,14,FLAT,FAST,20,3,LOSER
2,5.9,5,10,HURDLE,GOOD/SOFT,26,2,LOSER
5,5.7,46,6,CHASE,GOOD/SOFT,16,5,LOSER
2,1.41,1602,8,CHASE,FIRM,20,1,WINNER
2,1.44,16,6,FLAT,GOOD/FIRM,29,2,LOSER
5,4,15,10,FLAT,GOOD ,61,5,WINNER
2,1.41,66,10,FLAT,GOOD ,36,2,WINNER
5,800,692,10,FLAT,GOOD/FIRM,41,5,LOSER
5,4.5,40,9,FLAT,GOOD/FIRM,17,5,LOSER
5,9.2,461,9,FLAT,GOOD/FIRM,20,4,LOSER
2,1.83,1678,12,HURDLE,GOOD/SOFT,54,3,LOSER
5,2.92,619,7,FLAT,GOOD ,19,5,LOSER
2,140,56,10,HURDLE,FIRM,32,1,LOSER
2,2.78,891,5,FLAT,GOOD ,19,1,LOSER
2,1.86,1026,15,HURDLE,FIRM,10,1,WINNER
2,4.1,1832,7,CHASE,SOFT,40,2,LOSER
2,200,978,8,FLAT,GOOD ,23,1,LOSER
2,2.66,1144,8,CHASE,FIRM,9,2,WINNER
2,1.69,761,8,FLAT,FAST,10,1,WINNER
5,3.1,61,14,CHASE,HEAVY,13,4,WINNER
5,2.46,44,11,HURDLE,HEAVY,62,4,WINNER
2,2.22,516,8,HURDLE,GOOD/SOFT,15,2,LOSER
2,1.28,71,7,CHASE,GOOD/FIRM,13,3,WINNER
5,1.92,133,11,HURDLE,FIRM,14,5,WINNER
5,1.83,26,8,HURDLE,GOOD/FIRM,59,5,WINNER
2,1.37,86,6,FLAT,FIRM,11,2,LOSER
2,1.94,119,10,HURDLE,GOOD/SOFT,29,2,WINNER
2,1.78,17,7,HURDLE,HEAVY,15,1,WINNER
2,5.4,594,10,FLAT,GOOD/SOFT,11,3,LOSER
2,9.8,434,20,HURDLE,SOFT,13,1,LOSER
5,2.2,200,9,FLAT,HEAVY,44,4,LOSER
2,1.77,1616,9,HURDLE,GOOD ,17,2,LOSER
2,120,55,7,FLAT,SOFT,17,1,LOSER
2,2.4,1154,6,FLAT,GOOD/SOFT,9,3,LOSER
5,2.24,29,9,FLAT,GOOD/FIRM,16,5,LOSER
2,8.6,63,20,HURDLE,FAST,15,2,LOSER
5,6,51,21,FLAT,SOFT,17,4,WINNER
2,2.2,1562,18,CHASE,HEAVY,14,2,LOSER
2,3.25,13,6,CHASE,FAST,11,3,LOSER
2,1.31,1218,14,CHASE,GOOD ,56,3,WINNER
2,2.06,308,7,FLAT,HEAVY,23,1,LOSER
5,1.64,13,8,FLAT,FAST,17,4,LOSER
5,4.8,741,11,HURDLE,HEAVY,60,4,LOSER
2,1.31,1131,6,HURDLE,GOOD/FIRM,16,1,LOSER
2,50,193,8,FLAT,SOFT,17,3,LOSER
5,1.95,36,11,FLAT,FAST,47,4,LOSER
2,1.42,283,12,CHASE,SOFT,37,2,WINNER
2,4.6,292,12,CHASE,GOOD/SOFT,58,3,LOSER
2,6.4,78,13,FLAT,FIRM,22,2,LOSER
2,1.7,1479,10,HURDLE,FIRM,14,3,LOSER
5,70,45,14,HURDLE,HEAVY,17,4,LOSER
2,4.4,219,9,CHASE,SOFT,10,1,LOSER
2,3.35,18,7,FLAT,GOOD/SOFT,17,2,LOSER
5,1.08,244,7,HURDLE,HEAVY,9,5,LOSER
5,1.82,87,15,FLAT,FAST,65,4,WINNER
5,2.28,1855,11,CHASE,SOFT,9,5,LOSER
2,3.75,200,5,HURDLE,GOOD ,16,1,LOSER
2,350,33,12,HURDLE,GOOD/FIRM,10,1,LOSER
2,2.1,29,9,HURDLE,GOOD/SOFT,22,1,LOSER
2,1.05,91,17,FLAT,GOOD/SOFT,24,3,WINNER
2,1.55,173,7,CHASE,SOFT,26,3,WINNER
2,6.6,6,6,HURDLE,HEAVY,86,1,LOSER
2,35,80,12,CHASE,GOOD/FIRM,7,1,LOSER
2,1.76,519,8,HURDLE,GOOD/SOFT,38,3,LOSER
2,400,1545,7,HURDLE,GOOD/FIRM,24,1,LOSER
2,1.31,554,8,FLAT,HEAVY,22,1,LOSER
5,5.6,206,13,CHASE,SOFT,11,4,LOSER
2,17,111,17,FLAT,FAST,33,3,LOSER
5,3.2,227,6,HURDLE,SOFT,49,5,LOSER
2,2.62,1807,6,FLAT,GOOD/SOFT,10,1,WINNER
2,7.4,385,5,HURDLE,GOOD/FIRM,23,1,LOSER
2,5.9,611,11,CHASE,GOOD/FIRM,12,3,LOSER
2,60,7,10,CHASE,FAST,14,3,LOSER
5,1.53,118,10,HURDLE,FAST,18,4,WINNER
2,3.65,153,9,FLAT,GOOD/FIRM,27,2,WINNER
2,1.6,96,20,HURDLE,GOOD ,10,3,LOSER
2,1.75,133,23,FLAT,HEAVY,57,1,LOSER
2,25,137,9,HURDLE,SOFT,30,1,LOSER
2,7.6,104,11,FLAT,SOFT,20,3,WINNER
2,8.2,183,21,FLAT,GOOD/SOFT,14,2,LOSER
2,1.92,629,12,HURDLE,GOOD ,8,3,LOSER
2,1.12,2,12,HURDLE,GOOD/FIRM,22,3,WINNER
2,3,151,7,HURDLE,HEAVY,33,1,LOSER
2,9.6,642,10,FLAT,GOOD/SOFT,53,3,LOSER
2,2.58,111,9,FLAT,FIRM,12,2,LOSER
2,2.86,263,11,FLAT,FIRM,28,1,LOSER
2,3.95,10,5,HURDLE,GOOD ,17,3,LOSER
2,1.77,425,8,CHASE,FAST,11,3,LOSER
2,1.43,51,13,HURDLE,GOOD/SOFT,47,1,WINNER
2,160,98,10,FLAT,GOOD/SOFT,38,3,LOSER
2,1.64,1062,9,FLAT,HEAVY,24,1,NON_RUNNER
2,1.85,535,13,FLAT,GOOD/SOFT,21,3,WINNER
5,2.94,88,6,FLAT,SOFT,12,5,WINNER
2,3.2,714,15,FLAT,SOFT,18,2,LOSER
2,90,686,6,FLAT,FAST,9,3,LOSER
2,200,371,14,HURDLE,GOOD ,12,3,LOSER
5,40,64,17,CHASE,GOOD/FIRM,18,4,LOSER
2,1.71,3,10,HURDLE,FAST,47,3,LOSER
2,100,302,22,FLAT,GOOD/FIRM,29,1,LOSER
5,5,38,11,HURDLE,FIRM,17,4,LOSER
2,2,21,7,HURDLE,HEAVY,18,2,LOSER
2,2.46,851,9,FLAT,GOOD/FIRM,47,3,WINNER
2,2.12,269,13,FLAT,GOOD/FIRM,23,2,LOSER
2,1.48,405,20,FLAT,FAST,37,1,WINNER
2,1.95,1609,11,CHASE,GOOD ,17,3,LOSER
2,1.07,200,6,HURDLE,HEAVY,35,1,WINNER
2,8.4,4,7,FLAT,SOFT,21,3,WINNER
2,1.9,155,7,HURDLE,HEAVY,6,2,LOSER
5,10,16,9,FLAT,GOOD ,25,5,WINNER
2,5.9,143,14,FLAT,FIRM,9,3,LOSER
5,4,29,10,FLAT,GOOD/SOFT,10,4,LOSER
2,5.6,39,8,CHASE,FIRM,18,3,WINNER
5,2.24,24,10,FLAT,HEAVY,28,5,LOSER
2,1.67,16,7,CHASE,SOFT,18,1,LOSER
2,2.72,11,11,HURDLE,HEAVY,10,3,WINNER
5,250,7,11,FLAT,FIRM,19,5,LOSER
2,2.76,154,7,FLAT,GOOD/FIRM,9,1,WINNER
5,25,1298,16,FLAT,FAST,22,5,LOSER
5,1.97,78,9,HURDLE,GOOD/SOFT,14,5,LOSER
2,1.29,839,5,FLAT,FIRM,26,3,WINNER
5,3.85,696,8,HURDLE,FAST,50,5,WINNER
2,1.59,469,8,CHASE,GOOD ,39,3,WINNER
5,3.6,57,14,FLAT,GOOD ,99,4,WINNER
2,5,56,6,FLAT,GOOD/SOFT,25,2,LOSER
2,1.87,713,5,HURDLE,FAST,11,3,LOSER
2,4.7,95,11,HURDLE,FIRM,58,3,LOSER
2,2.52,147,7,HURDLE,FAST,14,2,LOSER
2,200,18,9,FLAT,FIRM,17,1,LOSER
2,5.6,5,11,FLAT,SOFT,58,1,LOSER
2,1.56,351,9,HURDLE,SOFT,16,1,WINNER
5,1.37,385,14,HURDLE,HEAVY,51,5,WINNER
5,1.05,187,9,FLAT,SOFT,25,4,WINNER
2,5.3,27,7,FLAT,GOOD ,9,3,LOSER
5,2.3,14,18,CHASE,GOOD/SOFT,56,4,WINNER
2,4.4,73,10,FLAT,GOOD/SOFT,10,3,LOSER
2,2.48,1254,14,FLAT,GOOD/FIRM,19,1,NON_RUNNER
2,80,908,7,FLAT,FIRM,8,2,LOSER
2,2.04,791,9,CHASE,FAST,17,2,LOSER
2,2.18,150,14,HURDLE,FAST,27,2,LOSER
2,1.72,580,14,HURDLE,GOOD/FIRM,14,3,WINNER
2,1.21,161,10,FLAT,GOOD/FIRM,50,1,WINNER
2,2.14,40,6,FLAT,GOOD/FIRM,19,1,LOSER
2,3.65,135,6,HURDLE,SOFT,28,2,LOSER
5,2.38,340,14,HURDLE,GOOD/SOFT,44,5,WINNER
2,1.48,183,7,FLAT,FAST,12,1,WINNER
2,1.68,20,12,HURDLE,GOOD ,12,2,LOSER
5,50,778,11,FLAT,HEAVY,14,4,LOSER
2,1.12,18,6,HURDLE,FAST,13,2,WINNER
5,2.64,137,9,FLAT,GOOD ,6,4,WINNER
5,1.8,15,8,FLAT,FAST,6,5,LOSER
2,5.2,653,16,HURDLE,HEAVY,37,2,LOSER
2,160,109,7,CHASE,GOOD/FIRM,39,2,LOSER
2,2.82,96,14,HURDLE,GOOD/FIRM,13,1,WINNER
2,2.9,79,7,FLAT,GOOD ,51,1,WINNER
2,19,123,9,CHASE,GOOD ,9,3,LOSER
2,2.8,228,12,FLAT,FIRM,34,2,LOSER
2,180,1599,11,CHASE,SOFT,37,1,LOSER
2,1.99,98,11,FLAT,HEAVY,22,3,LOSER
2,1.88,91,11,CHASE,FAST,28,1,WINNER
2,5.4,401,10,HURDLE,FAST,15,1,WINNER
5,450,964,10,CHASE,FAST,38,5,LOSER
5,1.01,1882,9,HURDLE,GOOD/SOFT,24,5,WINNER
2,17,2,24,HURDLE,HEAVY,24,3,LOSER
2,400,13,11,FLAT,FIRM,26,2,LOSER
2,9.8,10,10,FLAT,FAST,20,2,LOSER
2,1.97,16,9,HURDLE,GOOD ,13,3,WINNER
2,2.22,116,9,FLAT,GOOD ,19,1,WINNER
2,2.36,51,8,FLAT,GOOD/FIRM,43,2,WINNER
2,1.74,83,21,HURDLE,GOOD/FIRM,27,3,WINNER
2,800,12,13,FLAT,FAST,6,1,LOSER
2,5.4,361,9,HURDLE,HEAVY,46,3,LOSER
2,19,46,8,HURDLE,FIRM,41,1,LOSER
2,8.2,178,6,HURDLE,GOOD/SOFT,20,2,WINNER
2,7.4,47,8,HURDLE,SOFT,16,1,LOSER
2,2.38,818,12,FLAT,SOFT,22,3,WINNER
2,1.99,70,12,FLAT,GOOD ,81,2,WINNER
2,1.76,60,7,CHASE,FAST,18,3,WINNER
2,3.1,275,9,CHASE,FAST,21,3,WINNER
2,9,242,20,CHASE,HEAVY,37,2,LOSER
2,2.86,115,6,HURDLE,FIRM,20,3,LOSER
2,3,14,12,HURDLE,FIRM,61,3,LOSER
5,1.32,431,19,HURDLE,SOFT,25,5,WINNER
2,3.1,215,6,CHASE,SOFT,20,3,LOSER
2,2.06,1362,10,FLAT,SOFT,46,1,WINNER
2,1.65,1418,17,FLAT,GOOD/FIRM,39,3,WINNER
5,5.8,1428,6,CHASE,HEAVY,38,4,WINNER
5,5.3,17,7,CHASE,GOOD/FIRM,30,4,LOSER
5,3.95,83,7,HURDLE,FIRM,42,5,LOSER
5,4.7,493,6,HURDLE,SOFT,21,4,LOSER
2,9.2,408,7,HURDLE,GOOD/SOFT,7,3,LOSER
2,2.32,48,15,FLAT,GOOD/SOFT,8,3,WINNER
2,2.3,10,13,FLAT,HEAVY,33,1,LOSER
2,2.02,413,6,HURDLE,HEAVY,13,1,LOSER
2,3.2,11,11,FLAT,GOOD/FIRM,25,2,WINNER
2,35,205,23,HURDLE,SOFT,16,2,LOSER
5,1.99,294,8,HURDLE,FIRM,7,5,WINNER
2,2.22,1970,7,FLAT,FIRM,36,1,LOSER
2,5.4,1173,21,HURDLE,GOOD ,59,2,LOSER
2,20,49,7,CHASE,HEAVY,16,2,LOSER
2,3.1,162,6,HURDLE,HEAVY,11,3,LOSER
5,4.1,186,8,HURDLE,GOOD/SOFT,32,4,LOSER
2,1.05,106,10,FLAT,GOOD ,16,2,WINNER
5,1.13,358,12,FLAT,HEAVY,15,4,WINNER
5,2.92,74,10,HURDLE,GOOD/SOFT,13,5,LOSER
2,5.6,49,7,CHASE,HEAVY,13,2,LOSER
2,2.82,4,8,FLAT,GOOD/SOFT,10,1,LOSER
5,1.39,48,17,HURDLE,GOOD ,19,5,WINNER
2,120,167,22,FLAT,GOOD/FIRM,16,3,LOSER
5,1.57,1146,19,FLAT,HEAVY,37,5,WINNER
2,1.23,141,10,HURDLE,GOOD/FIRM,14,3,WINNER
2,13,211,13,HURDLE,HEAVY,11,2,LOSER
2,8.8,68,20,HURDLE,FAST,30,1,LOSER
2,1.02,19,7,HURDLE,HEAVY,28,1,WINNER
2,1.87,4,13,FLAT,FAST,30,3,WINNER
2,4.7,75,14,CHASE,GOOD ,18,2,LOSER
2,1.95,12,5,HURDLE,GOOD/FIRM,41,3,LOSER
5,60,1525,20,FLAT,FIRM,56,5,LOSER
5,1.03,1209,7,HURDLE,FAST,37,4,WINNER
2,4.2,95,8,HURDLE,GOOD ,15,3,WINNER
5,1.55,268,12,HURDLE,GOOD ,23,4,WINNER
5,8.2,54,15,FLAT,SOFT,45,4,WINNER
5,1.29,69,14,HURDLE,SOFT,30,4,WINNER
2,1.04,988,13,FLAT,SOFT,81,3,WINNER
2,1.47,102,17,HURDLE,HEAVY,39,1,WINNER
5,1.61,55,7,HURDLE,FIRM,8,4,WINNER
5,3.85,82,10,FLAT,GOOD ,25,4,LOSER
2,2.74,148,12,HURDLE,SOFT,33,2,LOSER
2,2.62,28,7,HURDLE,SOFT,11,2,WINNER
2,1.04,502,8,HURDLE,SOFT,36,1,LOSER
2,180,844,18,FLAT,GOOD/FIRM,22,3,LOSER
2,2.3,43,13,CHASE,FAST,30,1,WINNER
2,5.7,103,10,HURDLE,GOOD/SOFT,33,3,LOSER
2,1.55,186,14,FLAT,SOFT,91,3,WINNER
2,1.11,76,6,CHASE,GOOD ,27,2,WINNER
5,250,172,11,HURDLE,GOOD/FIRM,8,4,LOSER
5,2.8,1525,12,FLAT,FAST,22,4,WINNER
2,1.71,20,12,FLAT,FAST,26,1,WINNER
5,1.99,527,8,FLAT,GOOD/SOFT,58,5,LOSER
5,5.1,69,11,FLAT,SOFT,14,5,LOSER
2,1.14,13,11,HURDLE,FAST,18,2,WINNER
5,2.12,1102,12,HURDLE,GOOD/SOFT,16,5,WINNER
2,1.37,488,13,FLAT,FAST,18,3,WINNER
2,1.42,8,17,HURDLE,GOOD ,24,1,WINNER
2,1.35,706,13,FLAT,GOOD ,21,1,WINNER
2,2.94,303,10,HURDLE,GOOD/SOFT,22,1,WINNER
2,2.52,288,16,FLAT,GOOD ,32,2,LOSER
2,70,1612,7,HURDLE,SOFT,14,1,WINNER
2,1.94,84,9,HURDLE,HEAVY,20,1,WINNER
2,3.55,126,10,HURDLE,GOOD ,28,3,WINNER
2,1.07,1264,18,FLAT,GOOD/FIRM,22,3,WINNER
2,1.77,29,7,FLAT,HEAVY,16,3,WINNER
5,1.31,794,9,HURDLE,HEAVY,24,4,WINNER
2,4,11,14,HURDLE,GOOD/SOFT,23,2,LOSER
5,2.78,856,8,FLAT,GOOD/FIRM,78,4,LOSER
2,1.14,1244,14,HURDLE,SOFT,35,1,WINNER
5,1.48,191,14,HURDLE,GOOD/SOFT,39,4,WINNER
2,17,7,17,HURDLE,SOFT,44,1,LOSER
5,20,25,11,HURDLE,HEAVY,27,4,LOSER
5,3.65,97,9,FLAT,FIRM,28,5,LOSER
2,1.19,1641,8,HURDLE,FIRM,27,3,WINNER
5,2.26,31,22,FLAT,FIRM,27,4,WINNER
2,1.12,69,7,CHASE,FIRM,22,3,WINNER
5,1.48,16,11,FLAT,FAST,38,5,WINNER
5,3.15,841,12,FLAT,GOOD ,12,4,NON_RUNNER
2,1.39,385,18,HURDLE,SOFT,10,2,WINNER
5,1.37,237,5,HURDLE,FAST,18,4,WINNER
2,1.62,29,7,FLAT,GOOD ,30,2,WINNER
2,1.44,251,7,HURDLE,GOOD ,23,1,WINNER
2,8.6,2,15,HURDLE,FIRM,83,1,LOSER
5,3.9,502,8,HURDLE,FIRM,49,4,WINNER
2,700,298,18,HURDLE,HEAVY,28,3,LOSER
2,1.32,372,10,FLAT,GOOD/FIRM,51,1,WINNER
2,4.1,59,9,HURDLE,FIRM,7,1,LOSER
5,2.84,241,20,FLAT,GOOD ,54,4,LOSER
2,5.1,226,7,CHASE,GOOD/SOFT,93,2,WINNER
2,3.75,523,11,FLAT,FAST,46,1,WINNER
2,6.4,6,5,FLAT,FIRM,47,2,LOSER
5,2.76,207,7,HURDLE,GOOD ,93,4,LOSER
2,1.15,63,8,HURDLE,FAST,37,3,WINNER
5,4.2,836,7,HURDLE,FIRM,14,5,LOSER
2,1.11,1451,13,HURDLE,SOFT,27,3,WINNER
2,13,149,9,FLAT,FAST,25,2,LOSER
2,700,78,10,CHASE,HEAVY,30,3,LOSER
2,2.38,796,8,FLAT,GOOD/SOFT,64,3,LOSER
2,2.6,25,7,CHASE,GOOD ,59,2,LOSER
2,1.94,82,14,FLAT,GOOD/SOFT,24,3,WINNER
2,5,14,9,FLAT,SOFT,23,2,LOSER
5,2.16,1194,6,HURDLE,FIRM,17,5,LOSER
5,4.2,16,18,HURDLE,FAST,30,5,WINNER
2,1.09,67,21,FLAT,HEAVY,10,3,LOSER
2,1.02,13,10,CHASE,GOOD/SOFT,48,1,WINNER
5,40,77,11,CHASE,HEAVY,11,5,LOSER
5,1.96,673,6,FLAT,GOOD ,39,4,WINNER
5,2.22,167,13,FLAT,FAST,40,5,WINNER
2,1.79,106,9,CHASE,GOOD ,39,3,WINNER
2,9.4,265,13,HURDLE,GOOD/SOFT,11,2,LOSER
2,1.63,313,11,FLAT,FAST,13,2,WINNER
2,35,6,10,HURDLE,GOOD/FIRM,8,3,LOSER
5,450,271,8,FLAT,HEAVY,18,5,LOSER
5,1.62,8,6,HURDLE,HEAVY,14,4,LOSER
2,2.8,1720,6,HURDLE,FAST,25,3,NON_RUNNER
5,4.2,573,7,FLAT,FAST,13,4,LOSER
2,2.64,34,8,CHASE,GOOD/SOFT,31,2,LOSER
5,5.4,123,7,HURDLE,GOOD/FIRM,17,4,LOSER
5,5.7,240,14,HURDLE,FIRM,17,4,LOSER
2,8.2,7,9,FLAT,FAST,53,1,LOSER
2,2,143,9,CHASE,GOOD ,20,1,WINNER
2,2.5,61,19,HURDLE,SOFT,51,2,LOSER
2,5.7,51,8,HURDLE,GOOD/FIRM,20,2,LOSER
2,8.6,119,7,CHASE,HEAVY,35,2,LOSER
2,4.3,156,8,FLAT,GOOD/FIRM,21,1,WINNER
5,250,6,17,FLAT,GOOD/FIRM,22,5,LOSER
5,4.2,10,14,FLAT,GOOD/FIRM,18,4,WINNER
2,70,3,13,FLAT,GOOD/FIRM,10,3,LOSER
2,1.57,207,9,FLAT,FIRM,16,3,WINNER
2,1.65,119,10,CHASE,GOOD ,40,3,WINNER
2,1.33,663,18,CHASE,FIRM,35,2,WINNER
5,1.62,56,12,FLAT,FAST,15,5,WINNER
2,4.4,16,6,FLAT,FAST,23,1,LOSER
2,1.68,187,9,HURDLE,HEAVY,21,2,LOSER
2,3.2,36,18,FLAT,FAST,11,1,WINNER
2,70,233,23,FLAT,SOFT,20,2,LOSER
2,1.56,772,8,FLAT,FIRM,12,2,WINNER
5,3.35,148,11,CHASE,FAST,74,5,LOSER
5,3.8,22,8,CHASE,GOOD ,23,4,LOSER
2,17,12,25,HURDLE,FAST,57,2,LOSER
5,1.96,8,5,FLAT,FAST,32,5,LOSER
2,2.74,979,9,FLAT,GOOD/FIRM,43,1,LOSER
2,1.48,744,6,FLAT,FIRM,12,2,WINNER
5,2.86,70,5,HURDLE,FAST,41,5,LOSER
2,2.94,608,9,HURDLE,FIRM,66,3,WINNER
2,1.98,540,7,HURDLE,FIRM,29,2,WINNER
2,1.03,110,21,FLAT,GOOD/SOFT,14,1,WINNER
5,2.38,876,15,HURDLE,GOOD/FIRM,25,4,LOSER
5,1.78,48,7,HURDLE,GOOD/SOFT,30,5,WINNER
2,1.71,14,6,FLAT,GOOD/FIRM,27,3,WINNER
2,1.26,93,15,HURDLE,FIRM,53,3,WINNER
5,7.8,1281,6,FLAT,GOOD ,17,5,LOSER
2,1.4,207,8,HURDLE,HEAVY,77,2,WINNER
5,2.28,1310,11,FLAT,HEAVY,61,5,LOSER
5,2.74,165,13,FLAT,FAST,15,4,LOSER
2,2.76,14,13,FLAT,FIRM,17,1,LOSER
5,5.3,1383,15,FLAT,GOOD/SOFT,9,5,LOSER
2,900,347,9,FLAT,SOFT,64,3,LOSER
2,1.22,72,13,FLAT,GOOD/SOFT,42,1,WINNER
5,1.63,64,9,FLAT,HEAVY,16,5,WINNER
2,1.28,225,19,HURDLE,HEAVY,16,1,WINNER
5,3.7,365,12,FLAT,GOOD/FIRM,34,5,LOSER
2,3.05,462,15,CHASE,GOOD ,70,3,WINNER
2,8.8,1780,6,FLAT,GOOD ,52,3,LOSER
5,1.94,100,9,FLAT,FIRM,41,4,LOSER
2,3.8,134,6,HURDLE,GOOD/FIRM,8,2,LOSER
5,9.6,245,11,HURDLE,GOOD/FIRM,56,5,LOSER
2,1.39,59,9,HURDLE,GOOD/FIRM,25,1,LOSER
5,3.25,592,15,HURDLE,HEAVY,14,5,LOSER
2,350,21,12,CHASE,GOOD/FIRM,32,2,LOSER
5,1.3,59,8,HURDLE,GOOD ,11,4,WINNER
5,3.15,46,10,HURDLE,FAST,35,5,WINNER
2,3.2,30,8,FLAT,GOOD/SOFT,13,1,LOSER
2,3.55,188,9,FLAT,HEAVY,44,2,LOSER
2,7.2,161,11,HURDLE,GOOD ,17,2,LOSER
2,3.85,99,12,CHASE,FAST,32,1,LOSER
2,1.43,50,6,CHASE,FIRM,28,2,WINNER
5,1.6,1086,11,FLAT,SOFT,17,4,LOSER
5,3.85,220,24,HURDLE,SOFT,14,4,LOSER
5,1.21,446,15,HURDLE,GOOD/SOFT,9,4,WINNER
5,60,53,10,FLAT,GOOD/FIRM,43,5,LOSER
5,2.96,7,19,HURDLE,FIRM,35,5,WINNER
5,9,100,20,FLAT,FIRM,7,5,LOSER
2,90,62,10,FLAT,FIRM,9,1,LOSER
2,4.4,1231,15,FLAT,FAST,25,2,LOSER
2,1.51,71,9,FLAT,SOFT,8,1,LOSER
5,1.55,608,11,FLAT,FIRM,24,4,WINNER
2,2.26,160,12,HURDLE,SOFT,41,3,LOSER
2,5.1,1969,10,FLAT,SOFT,13,2,WINNER
5,1.89,19,9,CHASE,GOOD/SOFT,13,5,LOSER
2,7.2,119,11,HURDLE,GOOD/SOFT,58,2,LOSER
2,1.39,92,11,HURDLE,SOFT,11,3,WINNER
2,140,558,10,HURDLE,HEAVY,14,1,LOSER
2,18,1288,13,FLAT,GOOD/FIRM,25,2,LOSER
5,1.6,115,10,FLAT,GOOD ,34,5,WINNER
2,1.18,541,7,FLAT,GOOD ,27,2,WINNER
5,4.2,187,7,FLAT,GOOD/SOFT,28,4,WINNER
2,3.15,6,10,HURDLE,GOOD ,15,3,LOSER
2,1.94,4,7,HURDLE,GOOD ,20,2,WINNER
2,3.3,51,7,HURDLE,GOOD ,10,1,WINNER
2,7.6,146,12,HURDLE,SOFT,19,2,LOSER
2,9.6,33,6,HURDLE,HEAVY,28,3,WINNER
2,1.88,61,8,CHASE,GOOD/SOFT,13,1,WINNER
2,10,43,7,FLAT,GOOD/FIRM,56,2,WINNER
2,700,83,8,CHASE,GOOD ,89,2,LOSER
